"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Direction"
"GO:19035321","GO:1903532","positive regulation of secretion by cell","64/2130","225/11776",7.95244592038259e-05,0.00398985572462624,0.00353734361390853,"Itgb2/Rac1/Tgfb1/Bcl2l1/Dynll1/Mcu/Tsg101/Gata2/Rab5a/Arrb1/Rab3d/Stxbp5/Rtn4/Slc6a4/Rph3al/Cacna1g/Myh10/Glrx/Oxct1/Golph3/Pla2g10/Dnm1l/Itsn1/Bsg/Trem2/Myom1/Rab27b/Jak2/Snca/Pfkfb2/Glul/Mpc2/Frmd4a/Prkcq/Bmp2/P2ry1/Sdcbp/Pink1/Gata1/Sytl4/Lamp1/Adam9/Pdcd6ip/Mif/Chmp2a/Kiss1r/Rab8b/Tm7sf3/Scamp5/Ptpn11/Golph3l/Arf1/Vamp8/Prkca/Kcnn4/Pla2g4a/Abat/Unc13d/Fcer1g/Sphk1/Ppia/Septin5/Selenot/Rab7",64,"Down"
"GO:19054751","GO:1905475","regulation of protein localization to membrane","46/2130","148/11776",8.16970601447958e-05,0.00406018974379985,0.00359970065404627,"Tgfb1/Akt2/Rab11a/Crkl/Tmbim1/Arpc2/Pgrmc1/Bcl2l1/Gdi1/Sqstm1/Abi3/Fis1/Stx7/Sptbn1/Dlg4/Dmtn/Shank3/Gsk3b/Ap2m1/Trem2/Cript/Sorbs1/Itgb1/Mff/Atp2b4/Gsn/Stom/Tnik/Tmem59/Rer1/Actb/Atp2c1/Sh3glb1/Cd81/Cnst/Ppp1r9b/Picalm/Zdhhc2/Pls1/Vamp8/Adam10/Kalrn/Rap1a/Ank3/Rhog/Prnp",46,"Down"
"GO:00725931","GO:0072593","reactive oxygen species metabolic process","52/2130","174/11776",9.18724583366751e-05,0.00452321598614584,0.00401021247063283,"Itgb2/Tgfb1/Cd36/Nqo1/Clcn3/Prdx2/Cyba/Sod2/Rhoa/Bcr/Hbq1a/Vdac1/Acox1/Ndufs4/Sod1/Rfk/Prdx5/Prdx3/Prdx4/Snca/Prdx6/Cat/Prdx1/Pink1/Park7/Aldh2/Pon3/Abcb7/G6pdx/Gnai2/Cyb5r4/Ccs/Becn1/Pdk3/Gadd45a/Eef1a1/Thbs1/Tspo/Nqo2/Foxo3/Agtr1a/Cbr1/Hbb-y/Hbb-bh1/Grb2/Gstp1/Prcp/Gpx1/Hba-a1/Hbq1b/Hbb-bt/Eif5a",52,"Down"
"GO:00068871","GO:0006887","exocytosis","77/2130","284/11776",9.30712291698518e-05,0.00452591097116537,0.00401260180215416,"Fer/Itgb2/Septin1/Lgals9/Rab11a/Prkaca/Napa/Bcl2l1/Bcr/Snap47/Tsg101/Gata2/Rab5a/Rab3d/Gipc1/Stxbp5/Plek/Rab21/Rab10/P2rx1/Rph3al/Cacna1g/Myh10/Trim9/Glrx/Scamp1/Dmtn/Ywhaz/Syngr1/Myh9/Snap29/Dnm1l/Gsk3b/Itsn1/Prepl/Rab27b/Rab3il1/Snca/Septin2/Syt13/Snap23/P2ry1/Rab13/Sdcbp/Vamp3/Sdf4/Stx2/Arl8b/Lat/Gata1/Sytl4/Lamp1/Pdcd6ip/Gnai2/Myo6/Chmp2a/Htr2a/Rab8b/Cd84/Stx11/Scamp5/Lyn/Arf1/Vamp8/Prkca/Cacna1c/Mical3/Rap1b/Exoc6/Unc13d/Fcer1g/Tmem167b/Rap1a/Syt11/Septin5/Rab11b/Rab7",77,"Down"
"GO:00432701","GO:0043270","positive regulation of ion transport","55/2130","187/11776",9.40407847881009e-05,0.00452591097116537,0.00401260180215416,"Akt2/Chp1/Calm3/Akt3/Rtn4/Rgs9/P2rx1/Slc6a4/Glrx/Shank3/Pla2g10/Mylk/Fhl1/Trem2/Ehd3/Itgb1/Snca/Sumo1/Dbi/Gnas/P2ry1/Slc6a9/Pink1/Tesc/Nipsnap2/Ndufa4/Arl6ip1/Stim1/Flna/G6pdx/Plp1/Trpc6/Trpc1/Mif/Wnk4/P2ry12/Akap7/Tspo/Reln/S100a1/Wnk1/Cox17/Arf1/F2r/Agtr1a/Orai1/F2rl3/Vamp8/Cacna1c/Cfl1/Pla2g4a/Abat/Arrb2/Ank3/Capn3",55,"Down"
"GO:00071601","GO:0007160","cell-matrix adhesion","47/2130","153/11776",9.45045950698918e-05,0.00452591097116537,0.00401260180215416,"Itgb2/Rac1/Cd36/Dusp3/Ctnnb1/Rhoa/Bcr/Actn1/Itga2/Lims1/Wdpcp/Itgb3/Pecam1/Itgb4/Vcl/Dmtn/Ptk2/Gsk3b/Itgb5/Fermt3/Sorbs1/Ptprj/Itga7/Itgb1/Itga6/Src/B4galt1/Emilin1/Zyx/Ilk/Cttn/Gpm6b/Arhgap6/Adam9/Pik3cb/Itga2b/Hpse/Ninj1/Acer2/Thbs1/S100a10/Ptpn11/Gp5/Cfl1/Bcas3/Actg1/Kdr",47,"Down"
"GO:0099010","GO:0099010","modification of postsynaptic structure","10/2130","16/11776",0.000101329221059584,0.00480903005893595,0.00426361075240755,"Cdc42/Rhoa/Pfn1/Myh10/Gsk3b/Itsn1/Wasf3/Cttn/Cfl1/Kalrn",10,"Down"
"GO:00009101","GO:0000910","cytokinesis","44/2130","141/11776",0.000104200714055006,0.00490115501465866,0.00434528729569606,"Septin1/Chmp1a/Septin7/Pkn2/Rab11a/Cdc42/Bcl2l1/Rhoa/Dstn/Birc5/Septin8/Cenpv/Calm3/Gipc1/Sptbn1/Myh10/Myh9/Spire1/Incenp/Arl3/Septin2/Nusap1/Cdc25b/Chmp5/Dctn3/Stx2/Cit/Cetn2/Pdcd6ip/Chmp2a/Becn1/Anln/Sh3glb1/Chmp4b/Prc1/Kif14/E2f8/Arf1/Chmp3/Cfl1/Septin9/Ank3/Septin5/Chmp1b",44,"Down"
"GO:0090331","GO:0090331","negative regulation of platelet aggregation","8/2130","11/11776",0.000110874908723952,0.0051689293730777,0.00458269184916792,"Alox12/Serpine2/Cd9/Ubash3b/Ptger3/Sh2b3/Prkg1/Abat",8,"Down"
"GO:00451851","GO:0045185","maintenance of protein location","30/2130","85/11776",0.000114802535274627,0.00529024245133229,0.00469024612487739,"Lgals9/Ltbp1/Kdelr1/Pfn1/Ywhab/Srgn/Golph3/Twf1/Adcy6/Bard1/Gsn/Txn1/Pink1/Park7/Rer1/Flna/Psmd10/Arl2bp/Skp1/Hk1/Ankrd13c/Os9/Tspo/Dzip1/Chchd10/Tmsb4x/Ank3/Cops9/Tmsb10/Syne1",30,"Down"
"GO:00196461","GO:0019646","aerobic electron transport chain","18/2130","41/11776",0.000115485550854824,0.00529024245133229,0.00469024612487739,"Cox5a/Cox7c/Uqcrb/Ndufs6/Ndufb9/Sdhaf2/Ndufb8/Iscu/Pink1/Park7/Cox4i1/Cox6a1/Ndufa7/Uqcrq/Uqcr10/Cox5b/Uqcrh/Ndufb6",18,"Down"
"GO:00090601","GO:0009060","aerobic respiration","39/2130","121/11776",0.000117428233068471,0.00533286148107504,0.0047280314893358,"Cox5a/Atp5pb/Bid/Rhoa/Cox7c/Mdh2/Mdh1/Ogdh/Uqcrb/Ndufs6/Ndufs4/Ppif/Ndufb9/Cox7a2l/Sdhaf2/Ndufb8/Iscu/Snca/Cat/Mtfr1/Vcp/Pink1/Park7/Nipsnap2/Cox4i1/Cox7a2/Gadd45gip1/Cox6a1/Ndufa7/Uqcrq/Mtfr1l/Chchd10/Uqcr10/Mrps36/Cox5b/Uqcrh/Chchd2/Ndufb6/Bloc1s1",39,"Down"
"GO:00347671","GO:0034767","positive regulation of ion transmembrane transport","37/2130","113/11776",0.00012071451234881,0.00543524829960281,0.00481880603951119,"Chp1/Calm3/Rgs9/P2rx1/Glrx/Shank3/Trem2/Ehd3/Itgb1/Snca/Sumo1/Dbi/Slc6a9/Tesc/Nipsnap2/Ndufa4/Arl6ip1/Stim1/Flna/G6pdx/Plp1/Trpc6/Trpc1/Wnk4/Akap7/Reln/S100a1/Wnk1/Cox17/Arf1/F2r/Agtr1a/F2rl3/Cacna1c/Cfl1/Ank3/Capn3",37,"Down"
"GO:00310321","GO:0031032","actomyosin structure organization","44/2130","142/11776",0.000124979467744537,0.00554432366379315,0.00491551054954446,"Rac1/Flii/Cnn2/Wdr1/Cdc42/Rhoa/Pfn1/Arrb1/Prkar1a/Myh10/Ldb3/Myh9/Itgb5/Arhgap28/Sorbs1/Itgb1/Csrp1/Cdc42bpa/Prkcq/Src/Tmod1/Wasf2/Epb41/Cit/Zyx/Tjp1/Was/Arhgap6/Mylk3/Tpm1/Pdcd6ip/Kiss1r/Anln/F11r/Fhdc1/S100a10/Ppm1e/Pdlim1/Cd47/Tmod3/Actg1/Tnnt1/Myl9/Capn3",44,"Down"
"GO:00100351","GO:0010035","response to inorganic substance","87/2130","332/11776",0.000125314600863877,0.00554432366379315,0.00491551054954446,"Fbxo7/Cd36/Nqo1/Pde1c/Aqp1/Prdx2/Epor/Slc4a1/Sod2/Ppp2cb/Gdi1/Calm3/Cacna1g/Dlg4/Glrx/Anxa7/Ppif/Dmtn/Ank/Tfrc/Gsk3b/Mylk/Sod1/Prdx3/Snca/Sumo1/Abcb6/Pam/Nek7/Atp2b4/Gsn/Cat/Syt13/Sord/Gss/Src/Anxa5/Pdcd10/Cpne3/Txn1/Alad/Vcp/Prkaa2/Prdx1/Pink1/Pef1/Park7/Add1/Ezh2/Stim1/Adam9/Casp3/Trpc6/Aqp9/Trpc1/Rasgrp2/Ucp2/Ccs/Smpd1/Clic4/Thbs1/Slc25a24/Ppp1ca/Selenow/Wnk1/Foxo3/Dlg2/Cfl1/Pla2g4a/Gsk3a/Gapdh/Abat/Alox5ap/B2m/Sphk1/Kdr/Mapk3/Mapk1/Gpx1/Syt11/Ank3/Hba-a1/Jund/Selenom/Txnrd2/Prnp/Capn3",87,"Down"
"GO:00301001","GO:0030100","regulation of endocytosis","52/2130","176/11776",0.000126969461277371,0.00554432366379315,0.00491551054954446,"Rab5b/Cd36/Bicd1/Cdc42/Bcl2l1/Tsg101/Gata2/Itga2/Pacsin2/Rab5a/Arrb1/Rab5c/Rab21/Itgb3/Dlg4/Ston2/Mctp1/Clu/Angpt1/Dnm1l/Ap2m1/Itsn1/Trem2/Bin1/Cd151/Itgb1/Snca/Smap1/Ehd4/Ptpn1/Src/Sdcbp/Add1/Ophn1/Nedd4/Ppp3r1/Bmp2k/Smpd1/Picalm/Scamp5/Ankrd13a/Arf1/Ubqln2/Vamp8/Prkca/Actn4/Usp46/Flot1/Arrb2/B2m/Sphk1/Syt11",52,"Down"
"GO:00323861","GO:0032386","regulation of intracellular transport","72/2130","264/11776",0.000127346841936023,0.00554432366379315,0.00491551054954446,"Bcap31/Spag5/Tgfb1/Cd36/Akt2/Prkaca/Ergic3/Arpc2/Cdc42/Chp1/Gdi1/Septin8/Fis1/Snx3/Rab21/Erlec1/Sar1b/Ywhae/Ppm1a/Bnip3l/Dmtn/Angpt1/Gsk3b/Ehd1/Jak2/Dennd10/Sumo1/Mff/Bard1/Uhmk1/Prkcq/Stom/Ptpn1/Src/Pdcd10/Ube2j1/Anp32b/Txn1/Scp2/Pink1/Park7/Tomm7/Edem1/Camk1/Nucb1/Flna/Lamp1/Nedd4/Map2k2/Oaz1/Eipr1/Sh3glb1/Trim58/Mavs/Cd81/Reep2/Zdhhc2/Os9/Oaz2/Ptpn11/Sh3tc2/Yod1/Arf1/Gsk3a/Bcas3/Mapk3/Mapk1/Ifi27/Ank3/Rab11b/Prnp/Rbm4",72,"Down"
"GO:00325071","GO:0032507","maintenance of protein location in cell","23/2130","59/11776",0.000128636836174465,0.00555458076202524,0.00492460433223554,"Kdelr1/Pfn1/Srgn/Golph3/Twf1/Adcy6/Bard1/Gsn/Txn1/Pink1/Park7/Rer1/Arl2bp/Skp1/Hk1/Ankrd13c/Os9/Tspo/Chchd10/Tmsb4x/Ank3/Tmsb10/Syne1",23,"Down"
"GO:00427731","GO:0042773","ATP synthesis coupled electron transport","21/2130","52/11776",0.000138667235293553,0.0058911209316648,0.00522297557722829,"Cox5a/Bid/Cox7c/Uqcrb/Ndufs6/Ndufb9/Sdhaf2/Ndufb8/Iscu/Snca/Pink1/Park7/Cox4i1/Cox6a1/Ndufa7/Uqcrq/Uqcr10/Cox5b/Uqcrh/Chchd2/Ndufb6",21,"Down"
"GO:00427751","GO:0042775","mitochondrial ATP synthesis coupled electron transport","21/2130","52/11776",0.000138667235293553,0.0058911209316648,0.00522297557722829,"Cox5a/Bid/Cox7c/Uqcrb/Ndufs6/Ndufb9/Sdhaf2/Ndufb8/Iscu/Snca/Pink1/Park7/Cox4i1/Cox6a1/Ndufa7/Uqcrq/Uqcr10/Cox5b/Uqcrh/Chchd2/Ndufb6",21,"Down"
"GO:19040621","GO:1904062","regulation of cation transmembrane transport","66/2130","238/11776",0.000141631382624434,0.00589265086144745,0.00522433198901857,"Tgfb1/Cyba/Chp1/Ywhah/Calm3/Vdac1/Rgs9/Fkbp1b/Itgb3/P2rx1/Ywhae/Dlg4/Dapk1/Glrx/Pde4d/Rasgrf2/Ppif/Shank3/Fhl1/Trem2/Ehd3/Bin1/Itgb1/Iscu/Snca/Sumo1/Dbi/Atp2b4/Stom/Slc43a1/Slc6a9/Park7/Tesc/Nipsnap2/Ndufa4/Kel/Stim1/Flna/G6pdx/Plp1/Slc25a4/Wwp2/Ubash3b/Gnb5/Nedd4/Trpc1/Fkbp1a/Wnk4/Ptpn3/Akap7/Ptger3/Lyn/Reln/S100a1/Wnk1/Cox17/Arf1/F2r/Agtr1a/F2rl3/Cacna1c/1810037I17Rik/Cfl1/Ank3/Prnp/Capn3",66,"Down"
"GO:00199351","GO:0019935","cyclic-nucleotide-mediated signaling","19/2130","45/11776",0.000141907305983573,0.00589265086144745,0.00522433198901857,"Cd36/Aqp1/Irag1/Rundc3a/Pde7b/Cdc34/Ube2b/Cap2/Pde4d/Pde10a/Gnas/Gucy1b1/Cap1/Gucy1a1/Ptger3/Thbs1/Pde3a/Prkg1/Gapdh",19,"Down"
"GO:00343301","GO:0034330","cell junction organization","111/2130","445/11776",0.000142058971033376,0.00589265086144745,0.00522433198901857,"Ramp2/Tubb5/Septin7/Rac1/Esam/Tgfb1/Abhd17a/Dusp3/Ndrg2/Pkn2/Wdr1/Ndrg1/Prkaca/Crkl/Pgrmc1/Neurl1a/Cdc42/Ctnnb1/Rhoa/Hipk1/Bcr/Actn1/Itga2/Pmp22/Pfn1/Lims1/Srgn/Wdpcp/Itgb3/Pecam1/Itgb4/Dlg4/Myh10/Vcl/Dmtn/Ywhaz/Ptk2/Shank3/Dnm1l/Gsk3b/Itsn1/Ache/Trem2/Cript/Mapre2/Tjp2/Sorbs1/Ptprj/Itgb1/Snca/Stau2/Lamc1/Abi2/Src/Rab13/Sdcbp/Vcp/Tln1/Wasf2/Rer1/Sdf4/Add1/Actb/Wasf3/Add2/Camk1/Cd9/Tjp1/Cttn/Ophn1/Flna/Gpm6b/Arhgap6/Nedd4/Nptn/Pdcd6ip/Myo6/Nrxn2/Lrrn3/Micall2/Rab8b/Ctnna1/F11r/Chmp4b/Picalm/Zdhhc2/S100a10/Reln/Mdga1/Ptpn11/Arf1/F2r/Chchd10/Prkca/Rap1b/Tanc2/Adam10/Actn4/Cfl1/Prtn3/Palld/Bcas3/Flot1/Kalrn/Actg1/Kdr/Rap1a/Ank3/Capza1/Tuba1a/Prnp",111,"Down"
"GO:00329561","GO:0032956","regulation of actin cytoskeleton organization","74/2130","274/11776",0.000144299853864238,0.00593884086060005,0.00526528331904296,"Fer/Rac1/Esam/Tgfb1/Flii/Wdr1/Arpc2/Cdc42/Rhoa/Arpc5/Dstn/Pfn1/Plek/Sptbn1/Itgb3/Pecam1/Sptb/Dmtn/Twf1/Shank3/Arhgap28/Bin1/Arhgdia/Stau2/Pam/Spta1/Prkcq/Abi2/Gsn/Nckap1/Hax1/Iqgap3/Tmod1/Capzb/Wasf2/Add1/Arpc3/Arpc1a/Arpc1b/Wasf3/Mtpn/Add2/Arhgdib/Tjp1/Ilk/Cttn/Was/Flna/Gpm6b/Arhgap6/Mylk3/Tpm1/Brk1/Kiss1r/Cracd/F11r/Arhgap18/S100a10/Ppm1e/Bst2/Arf1/Tmsb4x/Cd47/Cfl1/Tmod3/Bcas3/Grb2/Actg1/Cdc42ep5/Nck2/Capza1/Rhog/Arpc4/Tmsb10",74,"Down"
"GO:19018791","GO:1901879","regulation of protein depolymerization","27/2130","75/11776",0.000170037307815769,0.00694384912847653,0.00615630791332981,"Flii/Wdr1/Arpc2/Mid1ip1/Dstn/Plek/Sptbn1/Sptb/Dmtn/Twf1/Spta1/Gsn/Camsap1/Map1a/Spef1/Tpx2/Tmod1/Capzb/Add1/Mtpn/Add2/Tpm1/Gas2l1/Cracd/Cfl1/Tmod3/Capza1",27,"Down"
"GO:00719851","GO:0071985","multivesicular body sorting pathway","15/2130","32/11776",0.000174689973844208,0.00707897524777915,0.00627610861495346,"Chmp1a/Ubxn6/Rab27b/Dennd10/Chmp5/Vcp/Tmem50a/Sytl4/Chmp2a/Leprot/Chmp4b/Chmp3/Sort1/Vps25/Chmp1b",15,"Down"
"GO:01501151","GO:0150115","cell-substrate junction organization","28/2130","79/11776",0.000176492599753356,0.00709742759924181,0.00629246818084081,"Rac1/Dusp3/Bcr/Actn1/Itga2/Lims1/Wdpcp/Itgb3/Itgb4/Vcl/Dmtn/Ptk2/Mapre2/Sorbs1/Ptprj/Lamc1/Src/Tln1/Cttn/Gpm6b/Arhgap6/Rab8b/S100a10/Ptpn11/Cfl1/Bcas3/Actg1/Kdr",28,"Down"
"GO:00990031","GO:0099003","vesicle-mediated transport in synapse","48/2130","161/11776",0.000179039901729921,0.00714531971449413,0.00633492858034817,"Clcn3/Rab11a/Prkaca/Napa/Ctnnb1/Bcl2l1/Snap47/Rab5a/Slc2a4/Gipc1/Stxbp5/Canx/Itgb3/P2rx1/Ston2/Trim9/Snap29/Dnm1l/Gsk3b/Ap2m1/Itsn1/Prepl/Bin1/Rab27b/Slc18a2/Snca/Snap23/P2ry1/Stx2/Actb/Ophn1/Nedd4/Myo6/Ppp3r1/Grn/Htr2a/Stx11/Picalm/Scamp5/Cd24a/Prkca/Rap1b/Usp46/Syn3/Actg1/Rap1a/Syt11/Septin5",48,"Down"
"GO:19018801","GO:1901880","negative regulation of protein depolymerization","24/2130","64/11776",0.000187760598726174,0.0074370137901465,0.00659353998059386,"Flii/Arpc2/Mid1ip1/Sptbn1/Sptb/Dmtn/Twf1/Spta1/Gsn/Camsap1/Map1a/Spef1/Tpx2/Tmod1/Capzb/Add1/Mtpn/Add2/Tpm1/Gas2l1/Cracd/Cfl1/Tmod3/Capza1",24,"Down"
"GO:19029031","GO:1902903","regulation of supramolecular fiber organization","79/2130","299/11776",0.000189758790025255,0.0074502520568906,0.00660527682060975,"Fer/Pfdn5/Rac1/Esam/Flii/Wdr1/Arpc2/Cdc42/Rhoa/Mid1ip1/Arpc5/Dstn/Pfn1/Plek/Sptbn1/Pecam1/Sptb/Clu/Dmtn/Rb1/Twf1/Shank3/Trem2/Arhgap28/Bin1/Snca/Spta1/Prkcq/Abi2/Gsn/Camsap1/Nckap1/Map1a/Spef1/Tpx2/Mapre1/Hax1/Tmod1/Capzb/Wasf2/Add1/Emilin1/Arpc3/Arpc1a/Arpc1b/Wasf3/Mtpn/Add2/Tjp1/Cttn/Was/Vbp1/Flna/Arhgap6/Mylk3/Tpm1/Brk1/Gas2l1/Kiss1r/Slain2/Cracd/F11r/Arhgap18/S100a10/Ppm1e/Arf1/Tmsb4x/Cd47/Cfl1/Tmod3/Gda/Grb2/Actg1/Cdc42ep5/Nck2/Psrc1/Capza1/Arpc4/Tmsb10",79,"Down"
"GO:0015844","GO:0015844","monoamine transport","21/2130","53/11776",0.0001909233158087,0.0074502520568906,0.00660527682060975,"Rtn4/Itgb3/P2rx1/Slc6a4/Slc6a3/Slc22a3/Slc18a2/Snca/Syt13/P2ry1/Pink1/Park7/Actb/Gpm6b/Htr2a/P2ry12/Ptger3/Ptgs1/Abat/Fcer1g/Syt11",21,"Down"
"GO:00068731","GO:0006873","cellular ion homeostasis","109/2130","439/11776",0.000196892434586304,0.00761525658593091,0.00675156725248281,"Ckb/Bcap31/Tgfb1/Cd36/Epor/Cyba/Slc4a1/Mcu/Atp6v0d1/Chp1/Gata2/Xk/Atox1/Fis1/Atp6ap1/Calm3/Micu1/Fkbp1b/Itgb3/P2rx1/Atp2a3/Ywhae/Cacna1g/Dlg4/Mcur1/F2rl2/Pde4d/Anxa7/Micu2/Cln5/Smdt1/Grina/Ptk2/Tfrc/Adcy5/Sod1/Tmbim6/Rhag/Atp6v0c/Slc39a6/Ndfip1/Fth1/Jak2/Alas2/Iscu/Snca/Abcb6/Dbi/Tmem9/Atp2b4/Car2/P2ry1/Slc6a9/Gnb1/Slc30a9/Tesc/Kel/Tbxas1/Gp9/Stim1/Atp6ap2/Gata1/Abcb7/Aplp2/Trpc6/Ubash3b/Nptn/Pik3cb/Atp2c1/Trpc1/Fkbp1a/Grn/Htr2a/Wnk4/Slc24a5/Ibtk/Clic4/Atp6v0a2/Atp6v1g1/Ptger3/C3ar1/Lyn/Selenok/Cd24a/Gp5/F2r/Agtr1a/F2rl3/Gp1ba/Ftl1/Gp1bb/Prkca/Cacna1c/Mafg/Tmco1/Atp6v1a/Vapb/Ncoa4/Kdr/Mapk3/Slc39a4/Mapk1/Slc24a3/Selenot/Eif5a/Prnp/Capn3/Rab7/Rnasek",109,"Down"
"GO:19027431","GO:1902743","regulation of lamellipodium organization","17/2130","39/11776",0.0001980429294367,0.00761525658593091,0.00675156725248281,"Fer/Rac1/Aqp1/Arpc2/Cdc42/Abi3/Dmtn/Twf1/Akirin1/Abi2/Nckap1/Src/Capzb/Wasf2/Was/Brk1/Cfl1",17,"Down"
"GO:00069391","GO:0006939","smooth muscle contraction","25/2130","68/11776",0.000200179527658008,0.00764163588190134,0.00677495472325386,"Irag1/Rhoa/Itga2/Fkbp1b/P2rx1/Cacna1g/Pde4d/Mylk/Sod1/Atp2b4/Apbb2/Cald1/Cttn/Gucy1a1/Htr2a/Ormdl3/Ptger3/Ptgs1/F2r/Cacna1c/Prkg1/Setd3/Abat/Calcrl/Sphk1",25,"Down"
"GO:00065751","GO:0006575","cellular modified amino acid metabolic process","40/2130","128/11776",0.000203648765174413,0.00771814169020725,0.00684278357500091,"Ckb/Gstt1/Gstm5/Lpcat3/Mthfd2/Sod2/Abhd16a/Clic1/Sardh/Serinc3/Pcmt1/Slc16a10/Serinc1/Chac2/Slc22a4/Ctsb/Pla2g10/Sod1/Glo1/Hagh/Ptdss2/Tyms/Aldh9a1/Crat/Gss/Gclm/Cpt2/Park7/Mthfd2l/Gstk1/Aldh1l1/G6pdx/Gstp2/Cpq/Reln/Gsta2/Gstp1/Gpx1/Hbb-bt/Gpx4",40,"Down"
"GO:0019934","GO:0019934","cGMP-mediated signaling","10/2130","17/11776",0.00020618048704513,0.0077582771839553,0.00687836707533263,"Cd36/Aqp1/Irag1/Rundc3a/Pde10a/Gucy1b1/Gucy1a1/Thbs1/Pde3a/Prkg1",10,"Down"
"GO:00100381","GO:0010038","response to metal ion","54/2130","188/11776",0.000212214128799286,0.00789801108611335,0.0070022529650891,"Pde1c/Aqp1/Ppp2cb/Gdi1/Calm3/Cacna1g/Dlg4/Anxa7/Ppif/Dmtn/Tfrc/Gsk3b/Mylk/Sod1/Snca/Sumo1/Abcb6/Pam/Nek7/Gsn/Syt13/Sord/Gss/Anxa5/Cpne3/Alad/Prkaa2/Pef1/Park7/Add1/Stim1/Adam9/Aqp9/Trpc1/Rasgrp2/Smpd1/Clic4/Thbs1/Slc25a24/Ppp1ca/Wnk1/Dlg2/Pla2g4a/Gsk3a/Abat/Alox5ap/B2m/Mapk3/Mapk1/Syt11/Ank3/Jund/Prnp/Capn3",54,"Down"
"GO:00488721","GO:0048872","homeostasis of number of cells","79/2130","300/11776",0.000212892478023556,0.00789801108611335,0.0070022529650891,"Rac1/Tgfb1/Ikbkg/Lpcat3/Prdx2/Mpl/Slc4a1/Bcr/Gata2/Dyrk3/Akt3/Map7/Tmem14c/Sfxn1/Dmtn/Rb1/Pla2g10/Sod1/Epb42/Rhag/Tspo2/Fech/Rps14/Jak2/Prdx5/Cd7/Alas2/Rps24/Xiap/Smap1/Spta1/Gfi1b/Fam210b/Nbea/Ptbp3/Rps6/Prdx1/Tal1/Rhd/Add1/Cxcl5/Ezh2/Lat/Gata1/G6pdx/Ank1/Casp3/Adgrg1/Abcb10/Ccnb2/Pik3cb/Lmo2/Mif/Armcx1/Tcea1/Gas2l1/Isg15/Trim58/Il7/Ncapg2/Lyn/Sh2b3/Ptpn11/Myct1/Cd24a/F2r/Foxo3/Zfpm1/Sox6/Exoc6/Tmod3/Fcer1g/B2m/Hba-a2/Hba-a1/Trim10/Mpig6b/Rc3h2/Maea",79,"Down"
"GO:00325351","GO:0032535","regulation of cellular component size","77/2130","291/11776",0.000216403189323091,0.0079430305888951,0.00704216655135826,"Fer/Rac1/Esam/Flii/Clcn3/Aqp1/Rab11a/Wdr1/Arpc2/Rhoa/Arpc5/Gdi1/Xk/Dstn/Rab5a/Pfn1/Akt3/Plek/Rab21/Sptbn1/Cdkl3/Rtn4/Pecam1/Sptb/Anxa7/Dmtn/Twf1/Shank3/Gsk3b/Ap2m1/Arhgap28/Bin1/Cln8/Spta1/Gsn/Nckap1/Sema6d/Rab22a/Hax1/Iqgap3/Tmod1/Capzb/Hp1bp3/Draxin/Add1/Arpc3/Arpc1a/Arpc1b/Plxna4/Mtpn/Kel/Add2/Ilk/Cttn/Was/Tpm1/Rpl4/Mgll/Brk1/Cracd/Wdtc1/Inf2/Arhgap18/Picalm/Pls1/Tmsb4x/Chmp3/Kcnn4/Cfl1/Tmod3/Grb2/Cdc42ep5/Nck2/Capza1/Arpc4/Tmsb10/Lamtor5",77,"Down"
"GO:00516561","GO:0051656","establishment of organelle localization","87/2130","337/11776",0.000217121565072303,0.0079430305888951,0.00704216655135826,"Fer/Septin1/Chmp1a/Spag5/Bicd1/Ikbkg/Rab11a/Cdc42/Ctnnb1/Chp1/Tsg101/Gata2/Birc5/Slc2a4/Ubb/Fbxw11/Sar1b/Ube2b/Myh10/Ap3m1/Ywhaz/Myh9/Ptk2/Cenpq/Ap3s1/Rab27b/Spire1/Incenp/Fyco1/Dctn2/Copg2/Itgb1/Snca/Trak2/Klhl12/Cdc42bpa/Cenpf/Nuf2/Kif18a/Snap23/Nusap1/a/Pdcd10/Gpsm2/Sdcbp/Chmp5/Pef1/Lat/Gata1/Lamp1/Hsbp1/Pdcd6ip/Myo6/Chmp2a/Becn1/Myo1d/Eipr1/Trim58/Bicd2/Cd84/Chmp4b/Picalm/Kif14/Wipi1/Lyn/Cenpe/Arf1/Vamp8/Pard3b/Tanc2/Arfgap3/Actn4/Cfl1/Unc13d/Tmed9/Fcer1g/Rps15/Tacc1/Psrc1/Syt11/Rab11b/Rab7/Kifc1/Bloc1s1/Syne1/Dynlt1b/Chmp1b",87,"Down"
"GO:00313331","GO:0031333","negative regulation of protein-containing complex assembly","37/2130","116/11776",0.000219995573498745,0.00799266676683715,0.00708617320953851,"Flii/Arpc2/Cdc42/Lamp2/Pfn1/Sptbn1/Pecam1/Sptb/Trim9/Ppm1a/Clu/Dmtn/Twf1/Gsk3b/Trem2/Riok3/Snca/Spta1/Gsn/Mapre1/Src/Tmod1/Capzb/Ctnnbip1/Add1/Mtpn/Add2/Lcmt1/Eif4ebp1/Tpm1/Cracd/Kif14/Tmsb4x/Cfl1/Tmod3/Capza1/Tmsb10",37,"Down"
